t, rx, ry, rz, vx, vy, vz
11, 6718.7, 842.198, 0, -0.953654, 7.61666, 0
12, 6708.74, 918.308, 0, -1.03984, 7.60536, 0
13, 6697.91, 994.302, 0, -1.12588, 7.59308, 0
14, 6686.22, 1070.17, 0, -1.21179, 7.57983, 0
15, 6673.67, 1145.89, 0, -1.29753, 7.56561, 0
16, 6660.27, 1221.48, 0, -1.38311, 7.55042, 0
17, 6646.01, 1296.9, 0, -1.46851, 7.53425, 0
18, 6630.9, 1372.16, 0, -1.55373, 7.51712, 0
19, 6614.94, 1447.24, 0, -1.63874, 7.49903, 0
20, 6598.12, 1522.14, 0, -1.72354, 7.47997, 0
21, 6580.47, 1596.84, 0, -1.80812, 7.45995, 0
22, 6561.96, 1671.33, 0, -1.89247, 7.43898, 0
23, 6542.62, 1745.61, 0, -1.97657, 7.41705, 0
24, 6522.43, 1819.67, 0, -2.06042, 7.39417, 0
25, 6501.41, 1893.49, 0, -2.144, 7.37034, 0
26, 6479.55, 1967.07, 0, -2.22731, 7.34556, 0
27, 6456.86, 2040.4, 0, -2.31033, 7.31985, 0
28, 6433.35, 2113.47, 0, -2.39305, 7.29319, 0
29, 6409, 2186.26, 0, -2.47546, 7.2656, 0
30, 6383.84, 2258.78, 0, -2.55756, 7.23707, 0
31, 6357.85, 2331, 0, -2.63932, 7.20762, 0
32, 6331.05, 2402.92, 0, -2.72075, 7.17724, 0
33, 6303.44, 2474.54, 0, -2.80183, 7.14594, 0
34, 6275.02, 2545.84, 0, -2.88254, 7.11372, 0
35, 6245.79, 2616.81, 0, -2.96289, 7.0806, 0
36, 6215.76, 2687.45, 0, -3.04285, 7.04656, 0
37, 6184.94, 2757.74, 0, -3.12242, 7.01162, 0
38, 6153.32, 2827.68, 0, -3.20159, 6.97578, 0
39, 6120.91, 2897.25, 0, -3.28034, 6.93905, 0
40, 6087.71, 2966.46, 0, -3.35868, 6.90142, 0
41, 6053.73, 3035.28, 0, -3.43658, 6.86292, 0
42, 6018.98, 3103.71, 0, -3.51404, 6.82353, 0
43, 5983.45, 3171.75, 0, -3.59105, 6.78326, 0
44, 5947.16, 3239.37, 0, -3.66759, 6.74213, 0
45, 5910.1, 3306.59, 0, -3.74367, 6.70013, 0
46, 5872.29, 3373.37, 0, -3.81926, 6.65728, 0
47, 5833.72, 3439.73, 0, -3.89436, 6.61357, 0
48, 5794.4, 3505.64, 0, -3.96896, 6.56901, 0
49, 5754.34, 3571.11, 0, -4.04305, 6.52361, 0
50, 5713.54, 3636.11, 0, -4.11662, 6.47738, 0
51, 5672.01, 3700.65, 0, -4.18965, 6.43031, 0
52, 5629.75, 3764.72, 0, -4.26215, 6.38242, 0
53, 5586.77, 3828.3, 0, -4.3341, 6.33371, 0
54, 5543.07, 3891.39, 0, -4.4055, 6.2842, 0
55, 5498.66, 3953.98, 0, -4.47632, 6.23387, 0
56, 5453.55, 4016.06, 0, -4.54657, 6.18275, 0
57, 5407.73, 4077.63, 0, -4.61624, 6.13084, 0
58, 5361.22, 4138.68, 0, -4.68531, 6.07814, 0
59, 5314.03, 4199.19, 0, -4.75378, 6.02466, 0
60, 5266.15, 4259.17, 0, -4.82164, 5.97041, 0
61, 5217.6, 4318.6, 0, -4.88888, 5.9154, 0
62, 5168.38, 4377.47, 0, -4.95549, 5.85962, 0
63, 5118.49, 4435.79, 0, -5.02146, 5.8031, 0
64, 5067.95, 4493.53, 0, -5.08678, 5.74584, 0
65, 5016.76, 4550.7, 0, -5.15146, 5.68784, 0
66, 4964.92, 4607.29, 0, -5.21547, 5.62911, 0
67, 4912.45, 4663.28, 0, -5.2788, 5.56966, 0
68, 4859.35, 4718.68, 0, -5.34147, 5.5095, 0
69, 4805.62, 4773.47, 0, -5.40344, 5.44864, 0
70, 4751.28, 4827.65, 0, -5.46472, 5.38708, 0
71, 4696.33, 4881.21, 0, -5.52529, 5.32482, 0
72, 4640.78, 4934.14, 0, -5.58516, 5.26189, 0
73, 4584.63, 4986.44, 0, -5.64431, 5.19829, 0
74, 4527.89, 5038.1, 0, -5.70273, 5.13402, 0
75, 4470.58, 5089.12, 0, -5.76042, 5.06909, 0
76, 4412.69, 5139.48, 0, -5.81737, 5.00351, 0
77, 4354.23, 5189.19, 0, -5.87357, 4.9373, 0
78, 4295.22, 5238.23, 0, -5.92902, 4.87045, 0
79, 4235.65, 5286.6, 0, -5.98371, 4.80299, 0
80, 4175.55, 5334.29, 0, -6.03763, 4.73491, 0
81, 4114.91, 5381.29, 0, -6.09077, 4.66622, 0
82, 4053.73, 5427.61, 0, -6.14313, 4.59694, 0
83, 3992.05, 5473.23, 0, -6.1947, 4.52707, 0
84, 3929.84, 5518.15, 0, -6.24547, 4.45662, 0
85, 3867.14, 5562.36, 0, -6.29544, 4.3856, 0
86, 3803.94, 5605.86, 0, -6.34461, 4.31403, 0
87, 3740.25, 5648.64, 0, -6.39295, 4.2419, 0
88, 3676.08, 5690.69, 0, -6.44048, 4.16923, 0
89, 3611.44, 5732.02, 0, -6.48718, 4.09603, 0
90, 3546.34, 5772.61, 0, -6.53305, 4.02231, 0
91, 3480.78, 5812.47, 0, -6.57808, 3.94807, 0
92, 3414.78, 5851.57, 0, -6.62226, 3.87333, 0
93, 3348.34, 5889.93, 0, -6.6656, 3.7981, 0
94, 3281.47, 5927.53, 0, -6.70808, 3.72238, 0
95, 3214.18, 5964.38, 0, -6.7497, 3.64619, 0
96, 3146.48, 6000.46, 0, -6.79045, 3.56953, 0
97, 3078.38, 6035.77, 0, -6.83033, 3.49242, 0
98, 3009.88, 6070.3, 0, -6.86933, 3.41487, 0
99, 2940.99, 6104.06, 0, -6.90745, 3.33688, 0
100, 2871.73, 6137.04, 0, -6.94469, 3.25846, 0
101, 2802.1, 6169.23, 0, -6.98103, 3.17963, 0
102, 2732.11, 6200.63, 0, -7.01648, 3.10039, 0
103, 2661.78, 6231.24, 0, -7.05103, 3.02077, 0
104, 2591.1, 6261.04, 0, -7.08468, 2.94075, 0
105, 2520.09, 6290.05, 0, -7.11741, 2.86037, 0
106, 2448.75, 6318.25, 0, -7.14924, 2.77962, 0
107, 2377.1, 6345.64, 0, -7.18014, 2.69851, 0
108, 2305.15, 6372.22, 0, -7.21013, 2.61707, 0
109, 2232.9, 6397.98, 0, -7.23919, 2.53529, 0
110, 2160.37, 6422.92, 0, -7.26732, 2.45319, 0
111, 2087.56, 6447.04, 0, -7.29452, 2.37078, 0
112, 2014.48, 6470.34, 0, -7.32079, 2.28806, 0
113, 1941.15, 6492.8, 0, -7.34612, 2.20506, 0
114, 1867.56, 6514.44, 0, -7.3705, 2.12178, 0
115, 1793.74, 6535.24, 0, -7.39394, 2.03823, 0
116, 1719.69, 6555.2, 0, -7.41644, 1.95442, 0
117, 1645.42, 6574.33, 0, -7.43798, 1.87037, 0
118, 1570.93, 6592.61, 0, -7.45857, 1.78608, 0
119, 1496.25, 6610.05, 0, -7.4782, 1.70156, 0
120, 1421.37, 6626.64, 0, -7.49688, 1.61683, 0
121, 1346.31, 6642.38, 0, -7.5146, 1.5319, 0
122, 1271.08, 6657.28, 0, -7.53135, 1.44677, 0
123, 1195.69, 6671.32, 0, -7.54714, 1.36146, 0
124, 1120.14, 6684.51, 0, -7.56196, 1.27598, 0
125, 1044.45, 6696.84, 0, -7.57581, 1.19034, 0
126, 968.63, 6708.31, 0, -7.5887, 1.10455, 0
