t, rx, ry, rz, vx, vy, vz
1, 7436.44, 96.0123, 0, -0.0720661, 9.60092, 0
2, 7435.36, 192.015, 0, -0.14411, 9.59952, 0
3, 7433.56, 288, 0, -0.21611, 9.5972, 0
4, 7431.04, 383.956, 0, -0.288044, 9.59395, 0
5, 7427.8, 479.876, 0, -0.35989, 9.58977, 0
6, 7423.84, 575.748, 0, -0.431626, 9.58467, 0
7, 7419.16, 671.566, 0, -0.503231, 9.57865, 0
8, 7413.78, 767.319, 0, -0.574682, 9.57172, 0
9, 7407.67, 862.997, 0, -0.64596, 9.56388, 0
10, 7400.86, 958.593, 0, -0.717043, 9.55514, 0
11, 7393.33, 1054.1, 0, -0.787909, 9.5455, 0
12, 7385.1, 1149.5, 0, -0.858539, 9.53497, 0
13, 7376.16, 1244.79, 0, -0.928912, 9.52355, 0
14, 7366.52, 1339.97, 0, -0.999008, 9.51126, 0
15, 7356.18, 1435.02, 0, -1.06881, 9.49811, 0
16, 7345.15, 1529.93, 0, -1.13829, 9.48409, 0
17, 7333.42, 1624.69, 0, -1.20744, 9.46923, 0
18, 7321, 1719.31, 0, -1.27624, 9.45354, 0
19, 7307.89, 1813.76, 0, -1.34466, 9.43701, 0
20, 7294.11, 1908.05, 0, -1.4127, 9.41967, 0
21, 7279.64, 2002.15, 0, -1.48033, 9.40152, 0
22, 7264.5, 2096.07, 0, -1.54754, 9.38259, 0
23, 7248.69, 2189.8, 0, -1.61431, 9.36287, 0
24, 7232.22, 2283.33, 0, -1.68062, 9.34238, 0
25, 7215.08, 2376.65, 0, -1.74647, 9.32115, 0
26, 7197.29, 2469.75, 0, -1.81183, 9.29917, 0
27, 7178.85, 2562.63, 0, -1.87669, 9.27646, 0
28, 7159.76, 2655.28, 0, -1.94104, 9.25305, 0
29, 7140.03, 2747.69, 0, -2.00486, 9.22893, 0
30, 7119.66, 2839.85, 0, -2.06815, 9.20414, 0
31, 7098.67, 2931.77, 0, -2.13088, 9.17867, 0
32, 7077.05, 3023.42, 0, -2.19305, 9.15255, 0
33, 7054.81, 3114.82, 0, -2.25466, 9.1258, 0
34, 7031.96, 3205.94, 0, -2.31567, 9.09842, 0
35, 7008.5, 3296.78, 0, -2.3761, 9.07043, 0
36, 6984.44, 3387.35, 0, -2.43592, 9.04186, 0
37, 6959.78, 3477.62, 0, -2.49513, 9.01271, 0
38, 6934.53, 3567.6, 0, -2.55372, 8.983, 0
39, 6908.71, 3657.28, 0, -2.61169, 8.95275, 0
40, 6882.3, 3746.65, 0, -2.66902, 8.92197, 0
41, 6855.33, 3835.71, 0, -2.72571, 8.89068, 0
42, 6827.79, 3924.46, 0, -2.78176, 8.85889, 0
43, 6799.7, 4012.89, 0, -2.83715, 8.82663, 0
44, 6771.05, 4100.99, 0, -2.89188, 8.7939, 0
45, 6741.86, 4188.77, 0, -2.94596, 8.76073, 0
46, 6712.13, 4276.21, 0, -2.99937, 8.72713, 0
47, 6681.88, 4363.31, 0, -3.05211, 8.69311, 0
48, 6651.09, 4450.07, 0, -3.10417, 8.6587, 0
49, 6619.79, 4536.48, 0, -3.15556, 8.6239, 0
50, 6587.98, 4622.54, 0, -3.20628, 8.58873, 0
51, 6555.67, 4708.25, 0, -3.25632, 8.55321, 0
52, 6522.86, 4793.61, 0, -3.30567, 8.51735, 0
53, 6489.56, 4878.6, 0, -3.35435, 8.48117, 0
54, 6455.78, 4963.23, 0, -3.40234, 8.44468, 0
55, 6421.52, 5047.49, 0, -3.44966, 8.4079, 0
56, 6386.78, 5131.39, 0, -3.49629, 8.37084, 0
57, 6351.59, 5214.91, 0, -3.54224, 8.33352, 0
58, 6315.94, 5298.06, 0, -3.58751, 8.29595, 0
59, 6279.84, 5380.83, 0, -3.63211, 8.25814, 0
60, 6243.3, 5463.22, 0, -3.67603, 8.22011, 0
61, 6206.33, 5545.23, 0, -3.71928, 8.18187, 0
62, 6168.92, 5626.86, 0, -3.76185, 8.14343, 0
63, 6131.09, 5708.1, 0, -3.80376, 8.10482, 0
64, 6092.85, 5788.95, 0, -3.845, 8.06603, 0
65, 6054.19, 5869.42, 0, -3.88558, 8.02708, 0
66, 6015.14, 5949.49, 0, -3.9255, 7.98799, 0
67, 5975.68, 6029.18, 0, -3.96476, 7.94877, 0
68, 5935.84, 6108.47, 0, -4.00337, 7.90942, 0
69, 5895.62, 6187.36, 0, -4.04134, 7.86997, 0
70, 5855.02, 6265.87, 0, -4.07866, 7.83041, 0
71, 5814.05, 6343.97, 0, -4.11535, 7.79077, 0
72, 5772.71, 6421.68, 0, -4.1514, 7.75105, 0
73, 5731.02, 6498.99, 0, -4.18683, 7.71126, 0
74, 5688.98, 6575.91, 0, -4.22163, 7.67142, 0
75, 5646.59, 6652.42, 0, -4.25581, 7.63153, 0
76, 5603.87, 6728.54, 0, -4.28938, 7.5916, 0
77, 5560.81, 6804.25, 0, -4.32235, 7.55164, 0
78, 5517.42, 6879.57, 0, -4.35471, 7.51167, 0
79, 5473.71, 6954.49, 0, -4.38648, 7.47168, 0
80, 5429.69, 7029, 0, -4.41766, 7.43169, 0
81, 5385.36, 7103.12, 0, -4.44826, 7.39171, 0
82, 5340.73, 7176.84, 0, -4.47828, 7.35175, 0
83, 5295.8, 7250.16, 0, -4.50773, 7.31181, 0
84, 5250.58, 7323.07, 0, -4.53661, 7.27189, 0
85, 5205.07, 7395.59, 0, -4.56494, 7.23202, 0
86, 5159.28, 7467.71, 0, -4.59271, 7.19219, 0
87, 5113.22, 7539.44, 0, -4.61994, 7.15241, 0
88, 5066.88, 7610.76, 0, -4.64663, 7.11269, 0
89, 5020.29, 7681.69, 0, -4.67279, 7.07303, 0
90, 4973.43, 7752.22, 0, -4.69842, 7.03345, 0
91, 4926.32, 7822.36, 0, -4.72353, 6.99394, 0
92, 4878.96, 7892.1, 0, -4.74813, 6.95452, 0
93, 4831.36, 7961.45, 0, -4.77223, 6.91518, 0
94, 4783.52, 8030.41, 0, -4.79582, 6.87594, 0
95, 4735.44, 8098.97, 0, -4.81892, 6.83679, 0
96, 4687.14, 8167.14, 0, -4.84154, 6.79775, 0
97, 4638.61, 8234.93, 0, -4.86368, 6.75882, 0
98, 4589.87, 8302.32, 0, -4.88534, 6.72, 0
99, 4540.91, 8369.33, 0, -4.90654, 6.6813, 0
100, 4491.74, 8435.95, 0, -4.92727, 6.64272, 0
101, 4442.36, 8502.18, 0, -4.94755, 6.60427, 0
102, 4392.79, 8568.03, 0, -4.96739, 6.56594, 0
103, 4343.02, 8633.5, 0, -4.98679, 6.52775, 0
104, 4293.06, 8698.59, 0, -5.00575, 6.4897, 0
105, 4242.9, 8763.29, 0, -5.02428, 6.45178, 0
106, 4192.57, 8827.62, 0, -5.0424, 6.41401, 0
107, 4142.06, 8891.58, 0, -5.0601, 6.37638, 0
108, 4091.37, 8955.15, 0, -5.07739, 6.33891, 0
109, 4040.51, 9018.35, 0, -5.09427, 6.30158, 0
110, 3989.49, 9081.18, 0, -5.11076, 6.26441, 0
111, 3938.3, 9143.64, 0, -5.12686, 6.2274, 0
112, 3886.95, 9205.73, 0, -5.14258, 6.19054, 0
113, 3835.45, 9267.45, 0, -5.15792, 6.15385, 0
114, 3783.79, 9328.81, 0, -5.17289, 6.11732, 0
115, 3731.99, 9389.8, 0, -5.18749, 6.08096, 0
116, 3680.04, 9450.43, 0, -5.20173, 6.04476, 0
117, 3627.96, 9510.7, 0, -5.21561, 6.00874, 0
118, 3575.73, 9570.6, 0, -5.22915, 5.97288, 0
119, 3523.38, 9630.15, 0, -5.24235, 5.9372, 0
120, 3470.89, 9689.35, 0, -5.2552, 5.90169, 0
121, 3418.27, 9748.19, 0, -5.26773, 5.86635, 0
122, 3365.53, 9806.68, 0, -5.27992, 5.83119, 0
123, 3312.68, 9864.81, 0, -5.2918, 5.79621, 0
124, 3259.7, 9922.6, 0, -5.30336, 5.7614, 0
125, 3206.61, 9980.04, 0, -5.31461, 5.72678, 0
126, 3153.41, 10037.1, 0, -5.32555, 5.69233, 0
127, 3100.1, 10093.9, 0, -5.3362, 5.65807, 0
128, 3046.69, 10150.3, 0, -5.34655, 5.62399, 0
129, 2993.17, 10206.4, 0, -5.3566, 5.59009, 0
130, 2939.55, 10262.1, 0, -5.36638, 5.55637, 0
131, 2885.84, 10317.5, 0, -5.37587, 5.52284, 0
132, 2832.04, 10372.6, 0, -5.38509, 5.48948, 0
133, 2778.14, 10427.3, 0, -5.39403, 5.45632, 0
134, 2724.16, 10481.7, 0, -5.40271, 5.42333, 0
135, 2670.09, 10535.8, 0, -5.41113, 5.39053, 0
136, 2615.94, 10589.5, 0, -5.41929, 5.35792, 0
137, 2561.7, 10642.9, 0, -5.4272, 5.32549, 0
138, 2507.39, 10696, 0, -5.43486, 5.29324, 0
139, 2453.01, 10748.8, 0, -5.44228, 5.26118, 0
140, 2398.55, 10801.2, 0, -5.44946, 5.2293, 0
141, 2344.02, 10853.4, 0, -5.4564, 5.19761, 0
142, 2289.42, 10905.2, 0, -5.46311, 5.1661, 0
143, 2234.76, 10956.7, 0, -5.46959, 5.13478, 0
144, 2180.03, 11007.9, 0, -5.47585, 5.10364, 0
145, 2125.24, 11058.8, 0, -5.48189, 5.07268, 0
146, 2070.39, 11109.3, 0, -5.48771, 5.0419, 0
147, 2015.49, 11159.6, 0, -5.49333, 5.01131, 0
148, 1960.53, 11209.6, 0, -5.49873, 4.9809, 0
149, 1905.51, 11259.2, 0, -5.50393, 4.95067, 0
150, 1850.45, 11308.6, 0, -5.50893, 4.92062, 0
151, 1795.34, 11357.6, 0, -5.51374, 4.89076, 0
152, 1740.17, 11406.4, 0, -5.51835, 4.86107, 0
153, 1684.97, 11454.9, 0, -5.52277, 4.83156, 0
154, 1629.72, 11503, 0, -5.527, 4.80224, 0
155, 1574.43, 11550.9, 0, -5.53106, 4.77309, 0
156, 1519.1, 11598.5, 0, -5.53493, 4.74412, 0
157, 1463.73, 11645.8, 0, -5.53862, 4.71532, 0
158, 1408.33, 11692.8, 0, -5.54215, 4.6867, 0
159, 1352.89, 11739.5, 0, -5.5455, 4.65826, 0
160, 1297.42, 11786, 0, -5.54868, 4.62999, 0
161, 1241.92, 11832.1, 0, -5.5517, 4.6019, 0
162, 1186.38, 11878, 0, -5.55456, 4.57398, 0
163, 1130.83, 11923.6, 0, -5.55726, 4.54623, 0
164, 1075.24, 11968.9, 0, -5.55981, 4.51865, 0
165, 1019.63, 12014, 0, -5.5622, 4.49125, 0
166, 963.996, 12058.7, 0, -5.56445, 4.46402, 0
167, 908.341, 12103.3, 0, -5.56655, 4.43695, 0
168, 852.666, 12147.5, 0, -5.5685, 4.41005, 0
169, 796.972, 12191.5, 0, -5.57031, 4.38332, 0
170, 741.26, 12235.2, 0, -5.57198, 4.35676, 0
171, 685.533, 12278.6, 0, -5.57352, 4.33036, 0
172, 629.79, 12321.8, 0, -5.57492, 4.30413, 0
173, 574.035, 12364.7, 0, -5.57619, 4.27806, 0
174, 518.267, 12407.3, 0, -5.57734, 4.25216, 0
175, 462.488, 12449.7, 0, -5.57835, 4.22641, 0
176, 406.7, 12491.9, 0, -5.57924, 4.20083, 0
177, 350.904, 12533.7, 0, -5.58001, 4.17541, 0
178, 295.1, 12575.4, 0, -5.58066, 4.15014, 0
179, 239.291, 12616.7, 0, -5.5812, 4.12504, 0
180, 183.477, 12657.9, 0, -5.58161, 4.10009, 0
181, 127.659, 12698.7, 0, -5.58192, 4.0753, 0
182, 71.8389, 12739.4, 0, -5.58211, 4.05066, 0
183, 16.0173, 12779.8, 0, -5.5822, 4.02618, 0
184, -39.8047, 12819.9, 0, -5.58217, 4.00185, 0
185, -95.6259, 12859.8, 0, -5.58205, 3.97768, 0
186, -151.445, 12899.4, 0, -5.58182, 3.95365, 0
187, -207.262, 12938.9, 0, -5.58148, 3.92978, 0
188, -263.075, 12978, 0, -5.58105, 3.90605, 0
189, -318.883, 13017, 0, -5.58053, 3.88248, 0
190, -374.685, 13055.7, 0, -5.5799, 3.85905, 0
191, -430.48, 13094.2, 0, -5.57919, 3.83576, 0
192, -486.268, 13132.4, 0, -5.57838, 3.81263, 0
193, -542.048, 13170.4, 0, -5.57748, 3.78963, 0
194, -597.817, 13208.2, 0, -5.57649, 3.76679, 0
195, -653.577, 13245.8, 0, -5.57542, 3.74408, 0
196, -709.326, 13283.1, 0, -5.57426, 3.72151, 0
197, -765.062, 13320.2, 0, -5.57301, 3.69909, 0
198, -820.786, 13357.1, 0, -5.57169, 3.67681, 0
199, -876.495, 13393.7, 0, -5.57029, 3.65466, 0
200, -932.191, 13430.2, 0, -5.5688, 3.63265, 0
201, -987.871, 13466.4, 0, -5.56724, 3.61078, 0
202, -1043.54, 13502.4, 0, -5.5656, 3.58904, 0
203, -1099.18, 13538.2, 0, -5.56389, 3.56744, 0
204, -1154.81, 13573.7, 0, -5.56211, 3.54598, 0
205, -1210.42, 13609.1, 0, -5.56025, 3.52464, 0
206, -1266.02, 13644.2, 0, -5.55832, 3.50344, 0
207, -1321.59, 13679.1, 0, -5.55633, 3.48237, 0
208, -1377.14, 13713.9, 0, -5.55427, 3.46143, 0
209, -1432.68, 13748.4, 0, -5.55214, 3.44061, 0
210, -1488.19, 13782.7, 0, -5.54994, 3.41993, 0
211, -1543.67, 13816.8, 0, -5.54768, 3.39937, 0
212, -1599.14, 13850.7, 0, -5.54536, 3.37894, 0
213, -1654.58, 13884.4, 0, -5.54298, 3.35863, 0
214, -1710, 13917.8, 0, -5.54054, 3.33845, 0
215, -1765.39, 13951.1, 0, -5.53804, 3.31839, 0
216, -1820.76, 13984.2, 0, -5.53548, 3.29846, 0
217, -1876.1, 14017.1, 0, -5.53286, 3.27864, 0
218, -1931.42, 14049.8, 0, -5.53019, 3.25895, 0
219, -1986.71, 14082.3, 0, -5.52746, 3.23938, 0
220, -2041.97, 14114.6, 0, -5.52468, 3.21992, 0
221, -2097.2, 14146.7, 0, -5.52185, 3.20059, 0
222, -2152.4, 14178.6, 0, -5.51897, 3.18137, 0
223, -2207.58, 14210.3, 0, -5.51604, 3.16226, 0
224, -2262.72, 14241.8, 0, -5.51305, 3.14328, 0
225, -2317.84, 14273.2, 0, -5.51002, 3.1244, 0
226, -2372.92, 14304.3, 0, -5.50694, 3.10564, 0
227, -2427.98, 14335.3, 0, -5.50382, 3.087, 0
228, -2483, 14366.1, 0, -5.50064, 3.06846, 0
229, -2537.99, 14396.6, 0, -5.49743, 3.05004, 0
230, -2592.95, 14427.1, 0, -5.49417, 3.03173, 0
231, -2647.87, 14457.3, 0, -5.49087, 3.01352, 0
232, -2702.77, 14487.3, 0, -5.48752, 2.99543, 0
233, -2757.62, 14517.2, 0, -5.48413, 2.97744, 0
234, -2812.45, 14546.9, 0, -5.48071, 2.95956, 0
235, -2867.24, 14576.4, 0, -5.47724, 2.94179, 0
236, -2921.99, 14605.7, 0, -5.47374, 2.92412, 0
237, -2976.71, 14634.9, 0, -5.47019, 2.90655, 0
238, -3031.4, 14663.8, 0, -5.46661, 2.88909, 0
239, -3086.04, 14692.6, 0, -5.463, 2.87174, 0
240, -3140.66, 14721.3, 0, -5.45934, 2.85448, 0
241, -3195.23, 14749.7, 0, -5.45565, 2.83733, 0
242, -3249.77, 14778, 0, -5.45193, 2.82027, 0
243, -3304.27, 14806.1, 0, -5.44818, 2.80332, 0
244, -3358.73, 14834.1, 0, -5.44439, 2.78647, 0
245, -3413.16, 14861.9, 0, -5.44057, 2.76971, 0
246, -3467.54, 14889.5, 0, -5.43671, 2.75305, 0
247, -3521.89, 14916.9, 0, -5.43283, 2.73649, 0
248, -3576.2, 14944.2, 0, -5.42892, 2.72003, 0
249, -3630.47, 14971.3, 0, -5.42497, 2.70366, 0
250, -3684.7, 14998.3, 0, -5.421, 2.68738, 0
251, -3738.89, 15025.1, 0, -5.417, 2.6712, 0
252, -3793.04, 15051.7, 0, -5.41297, 2.65511, 0
253, -3847.15, 15078.2, 0, -5.40892, 2.63912, 0
254, -3901.22, 15104.5, 0, -5.40483, 2.62321, 0
255, -3955.25, 15130.7, 0, -5.40072, 2.6074, 0
256, -4009.23, 15156.6, 0, -5.39659, 2.59168, 0
257, -4063.18, 15182.5, 0, -5.39243, 2.57605, 0
258, -4117.08, 15208.2, 0, -5.38825, 2.5605, 0
259, -4170.94, 15233.7, 0, -5.38404, 2.54505, 0
260, -4224.76, 15259.1, 0, -5.37981, 2.52968, 0
261, -4278.54, 15284.3, 0, -5.37555, 2.5144, 0
262, -4332.27, 15309.4, 0, -5.37128, 2.49921, 0
263, -4385.96, 15334.3, 0, -5.36698, 2.4841, 0
264, -4439.61, 15359, 0, -5.36266, 2.46908, 0
265, -4493.22, 15383.7, 0, -5.35832, 2.45414, 0
266, -4546.78, 15408.1, 0, -5.35396, 2.43929, 0
267, -4600.3, 15432.4, 0, -5.34958, 2.42451, 0
268, -4653.77, 15456.6, 0, -5.34518, 2.40983, 0
269, -4707.2, 15480.6, 0, -5.34076, 2.39522, 0
270, -4760.59, 15504.5, 0, -5.33632, 2.38069, 0
271, -4813.93, 15528.3, 0, -5.33186, 2.36625, 0
272, -4867.22, 15551.8, 0, -5.32739, 2.35188, 0
273, -4920.47, 15575.3, 0, -5.3229, 2.3376, 0
274, -4973.68, 15598.6, 0, -5.31839, 2.32339, 0
275, -5026.84, 15621.8, 0, -5.31386, 2.30926, 0
276, -5079.96, 15644.8, 0, -5.30932, 2.29521, 0
277, -5133.03, 15667.7, 0, -5.30476, 2.28124, 0
278, -5186.05, 15690.4, 0, -5.30019, 2.26734, 0
279, -5239.03, 15713, 0, -5.2956, 2.25352, 0
280, -5291.96, 15735.5, 0, -5.291, 2.23978, 0
281, -5344.85, 15757.8, 0, -5.28638, 2.22611, 0
282, -5397.69, 15780, 0, -5.28175, 2.21251, 0
283, -5450.49, 15802.1, 0, -5.27711, 2.19899, 0
284, -5503.23, 15824, 0, -5.27245, 2.18554, 0
285, -5555.94, 15845.8, 0, -5.26778, 2.17217, 0
286, -5608.59, 15867.4, 0, -5.26309, 2.15886, 0
287, -5661.2, 15888.9, 0, -5.2584, 2.14563, 0
288, -5713.76, 15910.3, 0, -5.25369, 2.13247, 0
289, -5766.27, 15931.6, 0, -5.24897, 2.11938, 0
290, -5818.74, 15952.7, 0, -5.24424, 2.10635, 0
291, -5871.16, 15973.7, 0, -5.2395, 2.0934, 0
292, -5923.53, 15994.6, 0, -5.23474, 2.08052, 0
293, -5975.85, 16015.3, 0, -5.22998, 2.06771, 0
294, -6028.13, 16035.9, 0, -5.22521, 2.05496, 0
295, -6080.35, 16056.4, 0, -5.22042, 2.04228, 0
296, -6132.54, 16076.8, 0, -5.21563, 2.02967, 0
297, -6184.67, 16097, 0, -5.21083, 2.01712, 0
298, -6236.75, 16117.1, 0, -5.20601, 2.00464, 0
299, -6288.79, 16137.1, 0, -5.20119, 1.99223, 0
300, -6340.78, 16157, 0, -5.19636, 1.97988, 0
301, -6392.71, 16176.7, 0, -5.19153, 1.9676, 0
302, -6444.61, 16196.3, 0, -5.18668, 1.95538, 0
303, -6496.45, 16215.8, 0, -5.18183, 1.94322, 0
304, -6548.24, 16235.2, 0, -5.17697, 1.93113, 0
305, -6599.99, 16254.4, 0, -5.1721, 1.9191, 0
306, -6651.68, 16273.6, 0, -5.16722, 1.90713, 0
307, -6703.33, 16292.6, 0, -5.16234, 1.89522, 0
308, -6754.93, 16311.5, 0, -5.15745, 1.88338, 0
309, -6806.48, 16330.3, 0, -5.15255, 1.87159, 0
310, -6857.98, 16348.9, 0, -5.14765, 1.85987, 0
311, -6909.43, 16367.5, 0, -5.14274, 1.8482, 0
312, -6960.84, 16385.9, 0, -5.13783, 1.8366, 0
313, -7012.19, 16404.2, 0, -5.13291, 1.82505, 0
314, -7063.5, 16422.4, 0, -5.12798, 1.81357, 0
315, -7114.75, 16440.5, 0, -5.12305, 1.80214, 0
316, -7165.96, 16458.4, 0, -5.11812, 1.79077, 0
317, -7217.11, 16476.3, 0, -5.11318, 1.77946, 0
318, -7268.22, 16494, 0, -5.10823, 1.7682, 0
319, -7319.28, 16511.6, 0, -5.10328, 1.757, 0
320, -7370.29, 16529.2, 0, -5.09833, 1.74586, 0
321, -7421.24, 16546.6, 0, -5.09337, 1.73477, 0
322, -7472.15, 16563.8, 0, -5.08841, 1.72374, 0
323, -7523.01, 16581, 0, -5.08344, 1.71277, 0
324, -7573.82, 16598.1, 0, -5.07847, 1.70184, 0
325, -7624.58, 16615.1, 0, -5.0735, 1.69098, 0
326, -7675.29, 16631.9, 0, -5.06852, 1.68016, 0
327, -7725.95, 16648.7, 0, -5.06355, 1.6694, 0
328, -7776.56, 16665.3, 0, -5.05856, 1.6587, 0
329, -7827.12, 16681.8, 0, -5.05358, 1.64804, 0
330, -7877.63, 16698.3, 0, -5.04859, 1.63744, 0
331, -7928.09, 16714.6, 0, -5.0436, 1.62689, 0
332, -7978.51, 16730.8, 0, -5.03861, 1.6164, 0
333, -8028.87, 16746.9, 0, -5.03361, 1.60595, 0
334, -8079.18, 16762.9, 0, -5.02862, 1.59556, 0
335, -8129.44, 16778.8, 0, -5.02362, 1.58521, 0
336, -8179.65, 16794.6, 0, -5.01862, 1.57492, 0
337, -8229.81, 16810.3, 0, -5.01362, 1.56468, 0
338, -8279.92, 16825.9, 0, -5.00861, 1.55448, 0
339, -8329.98, 16841.4, 0, -5.00361, 1.54434, 0
340, -8379.99, 16856.8, 0, -4.9986, 1.53424, 0
341, -8429.96, 16872.1, 0, -4.99359, 1.52419, 0
342, -8479.87, 16887.3, 0, -4.98858, 1.51419, 0
343, -8529.73, 16902.4, 0, -4.98358, 1.50424, 0
344, -8579.54, 16917.4, 0, -4.97856, 1.49434, 0
345, -8629.3, 16932.3, 0, -4.97355, 1.48448, 0
346, -8679.01, 16947.1, 0, -4.96854, 1.47467, 0
347, -8728.67, 16961.8, 0, -4.96353, 1.46491, 0
348, -8778.28, 16976.4, 0, -4.95852, 1.45519, 0
349, -8827.84, 16990.9, 0, -4.95351, 1.44552, 0
350, -8877.35, 17005.3, 0, -4.94849, 1.4359, 0
351, -8926.81, 17019.6, 0, -4.94348, 1.42632, 0
352, -8976.22, 17033.8, 0, -4.93847, 1.41678, 0
353, -9025.58, 17047.9, 0, -4.93346, 1.40729, 0
354, -9074.89, 17062, 0, -4.92844, 1.39785, 0
355, -9124.15, 17075.9, 0, -4.92343, 1.38845, 0
356, -9173.36, 17089.7, 0, -4.91842, 1.37909, 0
357, -9222.52, 17103.5, 0, -4.91341, 1.36978, 0
358, -9271.63, 17117.1, 0, -4.9084, 1.36051, 0
359, -9320.68, 17130.7, 0, -4.90339, 1.35128, 0
360, -9369.69, 17144.1, 0, -4.89838, 1.3421, 0
361, -9418.65, 17157.5, 0, -4.89338, 1.33296, 0
362, -9467.56, 17170.8, 0, -4.88837, 1.32386, 0
363, -9516.42, 17184, 0, -4.88337, 1.3148, 0
364, -9565.23, 17197.1, 0, -4.87836, 1.30578, 0
365, -9613.99, 17210.1, 0, -4.87336, 1.29681, 0
366, -9662.7, 17223, 0, -4.86836, 1.28787, 0
367, -9711.35, 17235.9, 0, -4.86336, 1.27898, 0
368, -9759.96, 17248.6, 0, -4.85836, 1.27013, 0
369, -9808.52, 17261.3, 0, -4.85336, 1.26132, 0
370, -9857.03, 17273.8, 0, -4.84837, 1.25254, 0
371, -9905.49, 17286.3, 0, -4.84337, 1.24381, 0
372, -9953.9, 17298.7, 0, -4.83838, 1.23512, 0
373, -10002.3, 17311, 0, -4.83339, 1.22647, 0
374, -10050.6, 17323.3, 0, -4.8284, 1.21785, 0
375, -10098.8, 17335.4, 0, -4.82342, 1.20927, 0
376, -10147, 17347.4, 0, -4.81843, 1.20074, 0
377, -10195.2, 17359.4, 0, -4.81345, 1.19224, 0
378, -10243.3, 17371.3, 0, -4.80847, 1.18378, 0
379, -10291.4, 17383.1, 0, -4.8035, 1.17535, 0
380, -10339.4, 17394.8, 0, -4.79852, 1.16697, 0
381, -10387.3, 17406.4, 0, -4.79355, 1.15862, 0
382, -10435.2, 17418, 0, -4.78858, 1.15031, 0
383, -10483.1, 17429.4, 0, -4.78361, 1.14203, 0
384, -10530.9, 17440.8, 0, -4.77865, 1.13379, 0
385, -10578.7, 17452.1, 0, -4.77369, 1.12559, 0
386, -10626.4, 17463.3, 0, -4.76873, 1.11742, 0
387, -10674.1, 17474.4, 0, -4.76377, 1.10929, 0
388, -10721.7, 17485.5, 0, -4.75882, 1.1012, 0
389, -10769.2, 17496.5, 0, -4.75386, 1.09314, 0
390, -10816.7, 17507.4, 0, -4.74892, 1.08512, 0
391, -10864.2, 17518.2, 0, -4.74397, 1.07713, 0
392, -10911.6, 17528.9, 0, -4.73903, 1.06917, 0
393, -10959, 17539.6, 0, -4.73409, 1.06125, 0
394, -11006.3, 17550.1, 0, -4.72915, 1.05337, 0
395, -11053.6, 17560.6, 0, -4.72422, 1.04551, 0
396, -11100.8, 17571, 0, -4.71929, 1.0377, 0
397, -11148, 17581.4, 0, -4.71436, 1.02991, 0
398, -11195.1, 17591.6, 0, -4.70944, 1.02216, 0
399, -11242.1, 17601.8, 0, -4.70452, 1.01444, 0
400, -11289.2, 17611.9, 0, -4.6996, 1.00676, 0
401, -11336.1, 17622, 0, -4.69469, 0.999109, 0
402, -11383.1, 17631.9, 0, -4.68978, 0.99149, 0
403, -11429.9, 17641.8, 0, -4.68487, 0.983903, 0
404, -11476.8, 17651.6, 0, -4.67997, 0.976349, 0
405, -11523.5, 17661.3, 0, -4.67507, 0.968827, 0
406, -11570.3, 17671, 0, -4.67017, 0.961336, 0
407, -11616.9, 17680.5, 0, -4.66528, 0.953878, 0
408, -11663.6, 17690, 0, -4.66039, 0.94645, 0
409, -11710.1, 17699.5, 0, -4.65551, 0.939054, 0
410, -11756.7, 17708.8, 0, -4.65063, 0.931689, 0
411, -11803.2, 17718.1, 0, -4.64575, 0.924355, 0
412, -11849.6, 17727.3, 0, -4.64088, 0.917051, 0
413, -11896, 17736.4, 0, -4.63601, 0.909778, 0
414, -11942.3, 17745.5, 0, -4.63114, 0.902536, 0
415, -11988.6, 17754.5, 0, -4.62628, 0.895323, 0
416, -12034.8, 17763.4, 0, -4.62142, 0.88814, 0
417, -12081, 17772.3, 0, -4.61657, 0.880987, 0
418, -12127.2, 17781, 0, -4.61172, 0.873864, 0
419, -12173.3, 17789.7, 0, -4.60687, 0.86677, 0
420, -12219.3, 17798.4, 0, -4.60203, 0.859705, 0
421, -12265.3, 17806.9, 0, -4.59719, 0.85267, 0
422, -12311.2, 17815.4, 0, -4.59235, 0.845663, 0
423, -12357.1, 17823.8, 0, -4.58752, 0.838685, 0
424, -12403, 17832.2, 0, -4.5827, 0.831736, 0
425, -12448.8, 17840.5, 0, -4.57788, 0.824814, 0
426, -12494.6, 17848.7, 0, -4.57306, 0.817922, 0
427, -12540.3, 17856.8, 0, -4.56825, 0.811057, 0
428, -12585.9, 17864.9, 0, -4.56344, 0.80422, 0
429, -12631.5, 17872.9, 0, -4.55863, 0.79741, 0
430, -12677.1, 17880.9, 0, -4.55383, 0.790629, 0
431, -12722.6, 17888.7, 0, -4.54904, 0.783874, 0
432, -12768.1, 17896.5, 0, -4.54424, 0.777147, 0
433, -12813.5, 17904.3, 0, -4.53946, 0.770447, 0
434, -12858.9, 17911.9, 0, -4.53467, 0.763774, 0
435, -12904.2, 17919.6, 0, -4.52989, 0.757127, 0
436, -12949.5, 17927.1, 0, -4.52512, 0.750507, 0
437, -12994.7, 17934.6, 0, -4.52035, 0.743914, 0
438, -13039.9, 17942, 0, -4.51558, 0.737347, 0
439, -13085, 17949.3, 0, -4.51082, 0.730806, 0
440, -13130.1, 17956.6, 0, -4.50607, 0.724291, 0
