t, rx, ry, rz, vx, vy, vz
2170, -45680.7, -251.347, 0, 0.0307143, -1.56293, 0
2171, -45680.4, -266.977, 0, 0.0326243, -1.56292, 0
2172, -45680.1, -282.606, 0, 0.0345344, -1.56291, 0
2173, -45679.7, -298.235, 0, 0.0364444, -1.5629, 0
2174, -45679.3, -313.864, 0, 0.0383545, -1.56288, 0
2175, -45679, -329.493, 0, 0.0402646, -1.56287, 0
2176, -45678.5, -345.121, 0, 0.0421747, -1.56286, 0
2177, -45678.1, -360.75, 0, 0.0440849, -1.56284, 0
2178, -45677.7, -376.378, 0, 0.045995, -1.56283, 0
2179, -45677.2, -392.006, 0, 0.0479052, -1.56281, 0
2180, -45676.7, -407.634, 0, 0.0498154, -1.56279, 0
2181, -45676.2, -423.262, 0, 0.0517257, -1.56278, 0
2182, -45675.7, -438.89, 0, 0.0536359, -1.56276, 0
2183, -45675.1, -454.517, 0, 0.0555462, -1.56274, 0
2184, -45674.6, -470.145, 0, 0.0574565, -1.56272, 0
2185, -45674, -485.772, 0, 0.0593669, -1.5627, 0
2186, -45673.4, -501.399, 0, 0.0612772, -1.56268, 0
2187, -45672.7, -517.025, 0, 0.0631876, -1.56266, 0
2188, -45672.1, -532.652, 0, 0.0650981, -1.56264, 0
2189, -45671.4, -548.278, 0, 0.0670085, -1.56261, 0
2190, -45670.8, -563.904, 0, 0.068919, -1.56259, 0
2191, -45670.1, -579.53, 0, 0.0708296, -1.56257, 0
2192, -45669.4, -595.155, 0, 0.0727401, -1.56254, 0
2193, -45668.6, -610.781, 0, 0.0746507, -1.56252, 0
2194, -45667.9, -626.406, 0, 0.0765613, -1.56249, 0
2195, -45667.1, -642.03, 0, 0.078472, -1.56246, 0
2196, -45666.3, -657.655, 0, 0.0803827, -1.56244, 0
2197, -45665.5, -673.279, 0, 0.0822935, -1.56241, 0
2198, -45664.6, -688.903, 0, 0.0842043, -1.56238, 0
2199, -45663.8, -704.527, 0, 0.0861151, -1.56235, 0
2200, -45662.9, -720.15, 0, 0.088026, -1.56232, 0
2201, -45662, -735.773, 0, 0.0899369, -1.56229, 0
2202, -45661.1, -751.396, 0, 0.0918478, -1.56226, 0
2203, -45660.2, -767.018, 0, 0.0937588, -1.56223, 0
2204, -45659.2, -782.641, 0, 0.0956699, -1.5622, 0
2205, -45658.3, -798.262, 0, 0.097581, -1.56216, 0
2206, -45657.3, -813.884, 0, 0.0994921, -1.56213, 0
2207, -45656.3, -829.505, 0, 0.101403, -1.56209, 0
2208, -45655.3, -845.126, 0, 0.103315, -1.56206, 0
2209, -45654.2, -860.746, 0, 0.105226, -1.56202, 0
2210, -45653.2, -876.366, 0, 0.107137, -1.56199, 0
2211, -45652.1, -891.986, 0, 0.109049, -1.56195, 0
2212, -45651, -907.605, 0, 0.11096, -1.56191, 0
2213, -45649.9, -923.224, 0, 0.112871, -1.56187, 0
2214, -45648.7, -938.843, 0, 0.114783, -1.56184, 0
2215, -45647.6, -954.461, 0, 0.116695, -1.5618, 0
2216, -45646.4, -970.079, 0, 0.118606, -1.56176, 0
2217, -45645.2, -985.696, 0, 0.120518, -1.56171, 0
2218, -45644, -1001.31, 0, 0.12243, -1.56167, 0
2219, -45642.7, -1016.93, 0, 0.124342, -1.56163, 0
2220, -45641.5, -1032.55, 0, 0.126254, -1.56159, 0
2221, -45640.2, -1048.16, 0, 0.128166, -1.56154, 0
2222, -45638.9, -1063.78, 0, 0.130078, -1.5615, 0
2223, -45637.6, -1079.39, 0, 0.13199, -1.56146, 0
2224, -45636.3, -1095.01, 0, 0.133902, -1.56141, 0
2225, -45634.9, -1110.62, 0, 0.135814, -1.56136, 0
2226, -45633.6, -1126.23, 0, 0.137726, -1.56132, 0
2227, -45632.2, -1141.85, 0, 0.139639, -1.56127, 0
2228, -45630.8, -1157.46, 0, 0.141551, -1.56122, 0
2229, -45629.4, -1173.07, 0, 0.143464, -1.56117, 0
2230, -45627.9, -1188.68, 0, 0.145376, -1.56112, 0
2231, -45626.4, -1204.29, 0, 0.147289, -1.56107, 0
2232, -45625, -1219.9, 0, 0.149201, -1.56102, 0
2233, -45623.5, -1235.51, 0, 0.151114, -1.56097, 0
2234, -45621.9, -1251.12, 0, 0.153027, -1.56092, 0
2235, -45620.4, -1266.73, 0, 0.15494, -1.56087, 0
2236, -45618.8, -1282.34, 0, 0.156853, -1.56081, 0
2237, -45617.3, -1297.95, 0, 0.158766, -1.56076, 0
2238, -45615.7, -1313.55, 0, 0.160679, -1.5607, 0
2239, -45614.1, -1329.16, 0, 0.162592, -1.56065, 0
2240, -45612.4, -1344.77, 0, 0.164506, -1.56059, 0
2241, -45610.8, -1360.37, 0, 0.166419, -1.56053, 0
2242, -45609.1, -1375.98, 0, 0.168333, -1.56048, 0
2243, -45607.4, -1391.58, 0, 0.170246, -1.56042, 0
2244, -45605.7, -1407.19, 0, 0.17216, -1.56036, 0
2245, -45604, -1422.79, 0, 0.174073, -1.5603, 0
2246, -45602.2, -1438.39, 0, 0.175987, -1.56024, 0
2247, -45600.4, -1454, 0, 0.177901, -1.56018, 0
2248, -45598.6, -1469.6, 0, 0.179815, -1.56012, 0
2249, -45596.8, -1485.2, 0, 0.181729, -1.56006, 0
2250, -45595, -1500.8, 0, 0.183643, -1.55999, 0
2251, -45593.2, -1516.4, 0, 0.185558, -1.55993, 0
2252, -45591.3, -1532, 0, 0.187472, -1.55987, 0
2253, -45589.4, -1547.59, 0, 0.189386, -1.5598, 0
2254, -45587.5, -1563.19, 0, 0.191301, -1.55974, 0
2255, -45585.6, -1578.79, 0, 0.193215, -1.55967, 0
2256, -45583.6, -1594.39, 0, 0.19513, -1.5596, 0
2257, -45581.7, -1609.98, 0, 0.197045, -1.55954, 0
2258, -45579.7, -1625.58, 0, 0.19896, -1.55947, 0
2259, -45577.7, -1641.17, 0, 0.200875, -1.5594, 0
2260, -45575.7, -1656.76, 0, 0.20279, -1.55933, 0
2261, -45573.7, -1672.36, 0, 0.204705, -1.55926, 0
2262, -45571.6, -1687.95, 0, 0.20662, -1.55919, 0
2263, -45569.5, -1703.54, 0, 0.208536, -1.55912, 0
2264, -45567.4, -1719.13, 0, 0.210451, -1.55905, 0
2265, -45565.3, -1734.72, 0, 0.212367, -1.55897, 0
2266, -45563.2, -1750.31, 0, 0.214282, -1.5589, 0
2267, -45561, -1765.9, 0, 0.216198, -1.55883, 0
2268, -45558.9, -1781.49, 0, 0.218114, -1.55875, 0
2269, -45556.7, -1797.08, 0, 0.22003, -1.55868, 0
2270, -45554.5, -1812.66, 0, 0.221946, -1.5586, 0
2271, -45552.2, -1828.25, 0, 0.223862, -1.55853, 0
2272, -45550, -1843.83, 0, 0.225779, -1.55845, 0
2273, -45547.7, -1859.42, 0, 0.227695, -1.55837, 0
2274, -45545.4, -1875, 0, 0.229612, -1.55829, 0
2275, -45543.1, -1890.58, 0, 0.231528, -1.55821, 0
2276, -45540.8, -1906.16, 0, 0.233445, -1.55813, 0
2277, -45538.4, -1921.74, 0, 0.235362, -1.55805, 0
2278, -45536.1, -1937.32, 0, 0.237279, -1.55797, 0
2279, -45533.7, -1952.9, 0, 0.239196, -1.55789, 0
2280, -45531.3, -1968.48, 0, 0.241113, -1.55781, 0
2281, -45528.9, -1984.06, 0, 0.243031, -1.55772, 0
2282, -45526.4, -1999.64, 0, 0.244948, -1.55764, 0
2283, -45524, -2015.21, 0, 0.246866, -1.55755, 0
2284, -45521.5, -2030.79, 0, 0.248784, -1.55747, 0
2285, -45519, -2046.36, 0, 0.250701, -1.55738, 0
2286, -45516.5, -2061.94, 0, 0.252619, -1.5573, 0
2287, -45514, -2077.51, 0, 0.254537, -1.55721, 0
2288, -45511.4, -2093.08, 0, 0.256456, -1.55712, 0
2289, -45508.8, -2108.65, 0, 0.258374, -1.55703, 0
2290, -45506.2, -2124.22, 0, 0.260292, -1.55694, 0
2291, -45503.6, -2139.79, 0, 0.262211, -1.55685, 0
2292, -45501, -2155.36, 0, 0.26413, -1.55676, 0
2293, -45498.3, -2170.93, 0, 0.266049, -1.55667, 0
2294, -45495.7, -2186.49, 0, 0.267968, -1.55658, 0
2295, -45493, -2202.06, 0, 0.269887, -1.55649, 0
2296, -45490.3, -2217.62, 0, 0.271806, -1.55639, 0
2297, -45487.5, -2233.18, 0, 0.273725, -1.5563, 0
2298, -45484.8, -2248.75, 0, 0.275645, -1.55621, 0
2299, -45482, -2264.31, 0, 0.277564, -1.55611, 0
2300, -45479.2, -2279.87, 0, 0.279484, -1.55602, 0
2301, -45476.4, -2295.43, 0, 0.281404, -1.55592, 0
2302, -45473.6, -2310.99, 0, 0.283324, -1.55582, 0
2303, -45470.8, -2326.55, 0, 0.285244, -1.55572, 0
2304, -45467.9, -2342.1, 0, 0.287165, -1.55562, 0
2305, -45465, -2357.66, 0, 0.289085, -1.55553, 0
2306, -45462.1, -2373.21, 0, 0.291006, -1.55543, 0
2307, -45459.2, -2388.77, 0, 0.292926, -1.55532, 0
2308, -45456.3, -2404.32, 0, 0.294847, -1.55522, 0
2309, -45453.3, -2419.87, 0, 0.296768, -1.55512, 0
2310, -45450.3, -2435.42, 0, 0.298689, -1.55502, 0
2311, -45447.3, -2450.97, 0, 0.300611, -1.55492, 0
2312, -45444.3, -2466.52, 0, 0.302532, -1.55481, 0
2313, -45441.3, -2482.07, 0, 0.304454, -1.55471, 0
2314, -45438.2, -2497.61, 0, 0.306376, -1.5546, 0
2315, -45435.2, -2513.16, 0, 0.308298, -1.5545, 0
2316, -45432.1, -2528.7, 0, 0.31022, -1.55439, 0
2317, -45429, -2544.25, 0, 0.312142, -1.55428, 0
2318, -45425.8, -2559.79, 0, 0.314064, -1.55417, 0
2319, -45422.7, -2575.33, 0, 0.315987, -1.55407, 0
2320, -45419.5, -2590.87, 0, 0.317909, -1.55396, 0
2321, -45416.3, -2606.41, 0, 0.319832, -1.55385, 0
2322, -45413.1, -2621.95, 0, 0.321755, -1.55374, 0
2323, -45409.9, -2637.48, 0, 0.323678, -1.55362, 0
2324, -45406.6, -2653.02, 0, 0.325602, -1.55351, 0
2325, -45403.4, -2668.55, 0, 0.327525, -1.5534, 0
2326, -45400.1, -2684.09, 0, 0.329449, -1.55329, 0
2327, -45396.8, -2699.62, 0, 0.331373, -1.55317, 0
2328, -45393.5, -2715.15, 0, 0.333297, -1.55306, 0
2329, -45390.1, -2730.68, 0, 0.335221, -1.55294, 0
2330, -45386.7, -2746.21, 0, 0.337145, -1.55283, 0
2331, -45383.4, -2761.74, 0, 0.339069, -1.55271, 0
2332, -45380, -2777.26, 0, 0.340994, -1.55259, 0
2333, -45376.5, -2792.79, 0, 0.342919, -1.55247, 0
2334, -45373.1, -2808.31, 0, 0.344844, -1.55235, 0
2335, -45369.7, -2823.84, 0, 0.346769, -1.55223, 0
2336, -45366.2, -2839.36, 0, 0.348694, -1.55211, 0
2337, -45362.7, -2854.88, 0, 0.35062, -1.55199, 0
2338, -45359.2, -2870.4, 0, 0.352545, -1.55187, 0
2339, -45355.6, -2885.92, 0, 0.354471, -1.55175, 0
2340, -45352.1, -2901.43, 0, 0.356397, -1.55163, 0
2341, -45348.5, -2916.95, 0, 0.358323, -1.5515, 0
2342, -45344.9, -2932.46, 0, 0.360249, -1.55138, 0
2343, -45341.3, -2947.98, 0, 0.362176, -1.55125, 0
2344, -45337.7, -2963.49, 0, 0.364103, -1.55113, 0
2345, -45334, -2979, 0, 0.366029, -1.551, 0
2346, -45330.3, -2994.51, 0, 0.367956, -1.55088, 0
2347, -45326.7, -3010.02, 0, 0.369884, -1.55075, 0
2348, -45322.9, -3025.52, 0, 0.371811, -1.55062, 0
2349, -45319.2, -3041.03, 0, 0.373739, -1.55049, 0
2350, -45315.5, -3056.53, 0, 0.375666, -1.55036, 0
2351, -45311.7, -3072.04, 0, 0.377594, -1.55023, 0
2352, -45307.9, -3087.54, 0, 0.379523, -1.5501, 0
2353, -45304.1, -3103.04, 0, 0.381451, -1.54997, 0
2354, -45300.3, -3118.54, 0, 0.383379, -1.54984, 0
2355, -45296.4, -3134.04, 0, 0.385308, -1.5497, 0
2356, -45292.6, -3149.53, 0, 0.387237, -1.54957, 0
2357, -45288.7, -3165.03, 0, 0.389166, -1.54943, 0
2358, -45284.8, -3180.52, 0, 0.391095, -1.5493, 0
2359, -45280.9, -3196.01, 0, 0.393025, -1.54916, 0
2360, -45276.9, -3211.5, 0, 0.394954, -1.54903, 0
2361, -45273, -3226.99, 0, 0.396884, -1.54889, 0
2362, -45269, -3242.48, 0, 0.398814, -1.54875, 0
2363, -45265, -3257.97, 0, 0.400745, -1.54861, 0
2364, -45261, -3273.45, 0, 0.402675, -1.54847, 0
2365, -45256.9, -3288.94, 0, 0.404606, -1.54833, 0
2366, -45252.9, -3304.42, 0, 0.406537, -1.54819, 0
2367, -45248.8, -3319.9, 0, 0.408468, -1.54805, 0
2368, -45244.7, -3335.38, 0, 0.410399, -1.54791, 0
2369, -45240.6, -3350.86, 0, 0.41233, -1.54777, 0
2370, -45236.5, -3366.34, 0, 0.414262, -1.54762, 0
2371, -45232.3, -3381.81, 0, 0.416194, -1.54748, 0
2372, -45228.2, -3397.29, 0, 0.418126, -1.54733, 0
2373, -45224, -3412.76, 0, 0.420058, -1.54719, 0
2374, -45219.8, -3428.23, 0, 0.42199, -1.54704, 0
2375, -45215.5, -3443.7, 0, 0.423923, -1.5469, 0
2376, -45211.3, -3459.17, 0, 0.425856, -1.54675, 0
2377, -45207, -3474.63, 0, 0.427789, -1.5466, 0
2378, -45202.7, -3490.1, 0, 0.429722, -1.54645, 0
2379, -45198.4, -3505.56, 0, 0.431656, -1.5463, 0
2380, -45194.1, -3521.03, 0, 0.43359, -1.54615, 0
2381, -45189.7, -3536.49, 0, 0.435524, -1.546, 0
2382, -45185.4, -3551.95, 0, 0.437458, -1.54585, 0
2383, -45181, -3567.4, 0, 0.439392, -1.5457, 0
2384, -45176.6, -3582.86, 0, 0.441327, -1.54554, 0
2385, -45172.2, -3598.31, 0, 0.443262, -1.54539, 0
2386, -45167.7, -3613.77, 0, 0.445197, -1.54523, 0
2387, -45163.3, -3629.22, 0, 0.447132, -1.54508, 0
2388, -45158.8, -3644.67, 0, 0.449067, -1.54492, 0
2389, -45154.3, -3660.12, 0, 0.451003, -1.54477, 0
2390, -45149.8, -3675.56, 0, 0.452939, -1.54461, 0
2391, -45145.2, -3691.01, 0, 0.454875, -1.54445, 0
2392, -45140.7, -3706.45, 0, 0.456811, -1.54429, 0
2393, -45136.1, -3721.9, 0, 0.458748, -1.54413, 0
2394, -45131.5, -3737.34, 0, 0.460685, -1.54397, 0
2395, -45126.9, -3752.78, 0, 0.462622, -1.54381, 0
2396, -45122.2, -3768.21, 0, 0.464559, -1.54365, 0
2397, -45117.6, -3783.65, 0, 0.466497, -1.54349, 0
2398, -45112.9, -3799.08, 0, 0.468434, -1.54333, 0
2399, -45108.2, -3814.51, 0, 0.470372, -1.54316, 0
2400, -45103.5, -3829.95, 0, 0.472311, -1.543, 0
2401, -45098.8, -3845.37, 0, 0.474249, -1.54283, 0
2402, -45094, -3860.8, 0, 0.476188, -1.54267, 0
2403, -45089.2, -3876.23, 0, 0.478127, -1.5425, 0
2404, -45084.4, -3891.65, 0, 0.480066, -1.54233, 0
2405, -45079.6, -3907.07, 0, 0.482005, -1.54217, 0
2406, -45074.8, -3922.5, 0, 0.483945, -1.542, 0
2407, -45070, -3937.91, 0, 0.485885, -1.54183, 0
2408, -45065.1, -3953.33, 0, 0.487825, -1.54166, 0
2409, -45060.2, -3968.75, 0, 0.489765, -1.54149, 0
2410, -45055.3, -3984.16, 0, 0.491706, -1.54132, 0
2411, -45050.4, -3999.57, 0, 0.493646, -1.54115, 0
2412, -45045.4, -4014.99, 0, 0.495587, -1.54097, 0
2413, -45040.5, -4030.39, 0, 0.497529, -1.5408, 0
2414, -45035.5, -4045.8, 0, 0.49947, -1.54063, 0
2415, -45030.5, -4061.21, 0, 0.501412, -1.54045, 0
2416, -45025.4, -4076.61, 0, 0.503354, -1.54028, 0
2417, -45020.4, -4092.01, 0, 0.505297, -1.5401, 0
2418, -45015.3, -4107.41, 0, 0.507239, -1.53992, 0
2419, -45010.3, -4122.81, 0, 0.509182, -1.53974, 0
2420, -45005.2, -4138.21, 0, 0.511125, -1.53957, 0
2421, -45000, -4153.6, 0, 0.513068, -1.53939, 0
2422, -44994.9, -4168.99, 0, 0.515012, -1.53921, 0
2423, -44989.7, -4184.39, 0, 0.516956, -1.53903, 0
2424, -44984.6, -4199.78, 0, 0.5189, -1.53885, 0
2425, -44979.4, -4215.16, 0, 0.520844, -1.53866, 0
2426, -44974.1, -4230.55, 0, 0.522789, -1.53848, 0
2427, -44968.9, -4245.93, 0, 0.524734, -1.5383, 0
2428, -44963.6, -4261.31, 0, 0.526679, -1.53811, 0
2429, -44958.4, -4276.69, 0, 0.528624, -1.53793, 0
2430, -44953.1, -4292.07, 0, 0.53057, -1.53774, 0
2431, -44947.8, -4307.45, 0, 0.532516, -1.53756, 0
2432, -44942.4, -4322.82, 0, 0.534462, -1.53737, 0
2433, -44937.1, -4338.2, 0, 0.536408, -1.53718, 0
2434, -44931.7, -4353.57, 0, 0.538355, -1.537, 0
2435, -44926.3, -4368.94, 0, 0.540302, -1.53681, 0
2436, -44920.9, -4384.3, 0, 0.542249, -1.53662, 0
2437, -44915.5, -4399.67, 0, 0.544197, -1.53643, 0
2438, -44910, -4415.03, 0, 0.546145, -1.53624, 0
2439, -44904.5, -4430.39, 0, 0.548093, -1.53604, 0
2440, -44899, -4445.75, 0, 0.550041, -1.53585, 0
2441, -44893.5, -4461.11, 0, 0.55199, -1.53566, 0
2442, -44888, -4476.47, 0, 0.553939, -1.53546, 0
2443, -44882.5, -4491.82, 0, 0.555888, -1.53527, 0
2444, -44876.9, -4507.17, 0, 0.557837, -1.53507, 0
2445, -44871.3, -4522.52, 0, 0.559787, -1.53488, 0
2446, -44865.7, -4537.87, 0, 0.561737, -1.53468, 0
2447, -44860.1, -4553.22, 0, 0.563687, -1.53448, 0
2448, -44854.4, -4568.56, 0, 0.565638, -1.53428, 0
2449, -44848.7, -4583.9, 0, 0.567589, -1.53409, 0
2450, -44843.1, -4599.24, 0, 0.56954, -1.53389, 0
2451, -44837.4, -4614.58, 0, 0.571491, -1.53369, 0
2452, -44831.6, -4629.91, 0, 0.573443, -1.53348, 0
2453, -44825.9, -4645.25, 0, 0.575395, -1.53328, 0
2454, -44820.1, -4660.58, 0, 0.577347, -1.53308, 0
2455, -44814.3, -4675.91, 0, 0.5793, -1.53288, 0
2456, -44808.5, -4691.24, 0, 0.581252, -1.53267, 0
2457, -44802.7, -4706.56, 0, 0.583206, -1.53247, 0
2458, -44796.9, -4721.89, 0, 0.585159, -1.53226, 0
2459, -44791, -4737.21, 0, 0.587113, -1.53206, 0
2460, -44785.1, -4752.53, 0, 0.589067, -1.53185, 0
2461, -44779.2, -4767.85, 0, 0.591021, -1.53164, 0
2462, -44773.3, -4783.16, 0, 0.592976, -1.53143, 0
2463, -44767.4, -4798.47, 0, 0.594931, -1.53122, 0
2464, -44761.4, -4813.79, 0, 0.596886, -1.53101, 0
2465, -44755.4, -4829.09, 0, 0.598841, -1.5308, 0
2466, -44749.4, -4844.4, 0, 0.600797, -1.53059, 0
2467, -44743.4, -4859.71, 0, 0.602753, -1.53038, 0
2468, -44737.4, -4875.01, 0, 0.60471, -1.53017, 0
2469, -44731.3, -4890.31, 0, 0.606666, -1.52995, 0
2470, -44725.2, -4905.61, 0, 0.608623, -1.52974, 0
2471, -44719.2, -4920.9, 0, 0.610581, -1.52952, 0
2472, -44713, -4936.2, 0, 0.612538, -1.52931, 0
2473, -44706.9, -4951.49, 0, 0.614496, -1.52909, 0
2474, -44700.7, -4966.78, 0, 0.616455, -1.52887, 0
2475, -44694.6, -4982.07, 0, 0.618413, -1.52866, 0
2476, -44688.4, -4997.35, 0, 0.620372, -1.52844, 0
2477, -44682.2, -5012.64, 0, 0.622331, -1.52822, 0
2478, -44675.9, -5027.92, 0, 0.624291, -1.528, 0
2479, -44669.7, -5043.2, 0, 0.626251, -1.52778, 0
2480, -44663.4, -5058.47, 0, 0.628211, -1.52755, 0
2481, -44657.1, -5073.75, 0, 0.630171, -1.52733, 0
2482, -44650.8, -5089.02, 0, 0.632132, -1.52711, 0
2483, -44644.5, -5104.29, 0, 0.634093, -1.52689, 0
2484, -44638.1, -5119.56, 0, 0.636054, -1.52666, 0
2485, -44631.7, -5134.82, 0, 0.638016, -1.52644, 0
2486, -44625.4, -5150.09, 0, 0.639978, -1.52621, 0
2487, -44618.9, -5165.35, 0, 0.64194, -1.52598, 0
2488, -44612.5, -5180.61, 0, 0.643903, -1.52575, 0
2489, -44606.1, -5195.86, 0, 0.645866, -1.52553, 0
2490, -44599.6, -5211.12, 0, 0.647829, -1.5253, 0
2491, -44593.1, -5226.37, 0, 0.649793, -1.52507, 0
2492, -44586.6, -5241.62, 0, 0.651757, -1.52484, 0
2493, -44580.1, -5256.86, 0, 0.653721, -1.52461, 0
2494, -44573.5, -5272.11, 0, 0.655686, -1.52437, 0
2495, -44567, -5287.35, 0, 0.657651, -1.52414, 0
2496, -44560.4, -5302.59, 0, 0.659616, -1.52391, 0
2497, -44553.8, -5317.83, 0, 0.661582, -1.52367, 0
2498, -44547.1, -5333.07, 0, 0.663548, -1.52344, 0
2499, -44540.5, -5348.3, 0, 0.665514, -1.5232, 0
2500, -44533.8, -5363.53, 0, 0.667481, -1.52297, 0
2501, -44527.2, -5378.76, 0, 0.669448, -1.52273, 0
2502, -44520.4, -5393.98, 0, 0.671415, -1.52249, 0
2503, -44513.7, -5409.21, 0, 0.673383, -1.52225, 0
2504, -44507, -5424.43, 0, 0.675351, -1.52201, 0
2505, -44500.2, -5439.65, 0, 0.677319, -1.52177, 0
2506, -44493.4, -5454.87, 0, 0.679288, -1.52153, 0
2507, -44486.6, -5470.08, 0, 0.681257, -1.52129, 0
2508, -44479.8, -5485.29, 0, 0.683226, -1.52105, 0
2509, -44473, -5500.5, 0, 0.685196, -1.5208, 0
2510, -44466.1, -5515.71, 0, 0.687166, -1.52056, 0
2511, -44459.2, -5530.91, 0, 0.689137, -1.52031, 0
2512, -44452.3, -5546.11, 0, 0.691107, -1.52007, 0
2513, -44445.4, -5561.31, 0, 0.693078, -1.51982, 0
2514, -44438.5, -5576.51, 0, 0.69505, -1.51958, 0
2515, -44431.5, -5591.7, 0, 0.697022, -1.51933, 0
2516, -44424.5, -5606.9, 0, 0.698994, -1.51908, 0
2517, -44417.5, -5622.09, 0, 0.700966, -1.51883, 0
2518, -44410.5, -5637.27, 0, 0.702939, -1.51858, 0
2519, -44403.5, -5652.46, 0, 0.704913, -1.51833, 0
2520, -44396.4, -5667.64, 0, 0.706886, -1.51808, 0
2521, -44389.3, -5682.82, 0, 0.70886, -1.51783, 0
2522, -44382.2, -5698, 0, 0.710834, -1.51757, 0
2523, -44375.1, -5713.17, 0, 0.712809, -1.51732, 0
2524, -44368, -5728.34, 0, 0.714784, -1.51706, 0
2525, -44360.8, -5743.51, 0, 0.71676, -1.51681, 0
2526, -44353.6, -5758.68, 0, 0.718735, -1.51655, 0
2527, -44346.4, -5773.84, 0, 0.720711, -1.5163, 0
2528, -44339.2, -5789, 0, 0.722688, -1.51604, 0
2529, -44332, -5804.16, 0, 0.724665, -1.51578, 0
2530, -44324.7, -5819.32, 0, 0.726642, -1.51552, 0
2531, -44317.5, -5834.47, 0, 0.72862, -1.51526, 0
2532, -44310.2, -5849.63, 0, 0.730598, -1.515, 0
2533, -44302.8, -5864.77, 0, 0.732576, -1.51474, 0
2534, -44295.5, -5879.92, 0, 0.734555, -1.51448, 0
2535, -44288.1, -5895.06, 0, 0.736534, -1.51421, 0
2536, -44280.8, -5910.2, 0, 0.738513, -1.51395, 0
2537, -44273.4, -5925.34, 0, 0.740493, -1.51368, 0
2538, -44266, -5940.48, 0, 0.742473, -1.51342, 0
2539, -44258.5, -5955.61, 0, 0.744454, -1.51315, 0
2540, -44251.1, -5970.74, 0, 0.746435, -1.51289, 0
2541, -44243.6, -5985.87, 0, 0.748416, -1.51262, 0
2542, -44236.1, -6000.99, 0, 0.750398, -1.51235, 0
2543, -44228.6, -6016.12, 0, 0.75238, -1.51208, 0
2544, -44221.1, -6031.23, 0, 0.754363, -1.51181, 0
2545, -44213.5, -6046.35, 0, 0.756346, -1.51154, 0
2546, -44205.9, -6061.47, 0, 0.758329, -1.51127, 0
2547, -44198.3, -6076.58, 0, 0.760313, -1.511, 0
2548, -44190.7, -6091.69, 0, 0.762297, -1.51072, 0
2549, -44183.1, -6106.79, 0, 0.764281, -1.51045, 0
2550, -44175.4, -6121.89, 0, 0.766266, -1.51017, 0
2551, -44167.8, -6136.99, 0, 0.768251, -1.5099, 0
2552, -44160.1, -6152.09, 0, 0.770237, -1.50962, 0
2553, -44152.4, -6167.19, 0, 0.772223, -1.50934, 0
2554, -44144.6, -6182.28, 0, 0.774209, -1.50907, 0
2555, -44136.9, -6197.37, 0, 0.776196, -1.50879, 0
2556, -44129.1, -6212.46, 0, 0.778184, -1.50851, 0
2557, -44121.3, -6227.54, 0, 0.780171, -1.50823, 0
2558, -44113.5, -6242.62, 0, 0.782159, -1.50795, 0
2559, -44105.7, -6257.7, 0, 0.784148, -1.50767, 0
2560, -44097.8, -6272.77, 0, 0.786136, -1.50738, 0
2561, -44089.9, -6287.85, 0, 0.788126, -1.5071, 0
2562, -44082.1, -6302.92, 0, 0.790115, -1.50682, 0
2563, -44074.1, -6317.98, 0, 0.792105, -1.50653, 0
2564, -44066.2, -6333.05, 0, 0.794096, -1.50625, 0
2565, -44058.3, -6348.11, 0, 0.796087, -1.50596, 0
2566, -44050.3, -6363.16, 0, 0.798078, -1.50567, 0
2567, -44042.3, -6378.22, 0, 0.80007, -1.50538, 0
2568, -44034.3, -6393.27, 0, 0.802062, -1.50509, 0
2569, -44026.3, -6408.32, 0, 0.804054, -1.5048, 0
2570, -44018.2, -6423.37, 0, 0.806047, -1.50451, 0
2571, -44010.1, -6438.41, 0, 0.80804, -1.50422, 0
2572, -44002, -6453.45, 0, 0.810034, -1.50393, 0
2573, -43993.9, -6468.49, 0, 0.812028, -1.50364, 0
2574, -43985.8, -6483.53, 0, 0.814023, -1.50334, 0
2575, -43977.7, -6498.56, 0, 0.816018, -1.50305, 0
2576, -43969.5, -6513.59, 0, 0.818013, -1.50276, 0
2577, -43961.3, -6528.61, 0, 0.820009, -1.50246, 0
2578, -43953.1, -6543.64, 0, 0.822005, -1.50216, 0
2579, -43944.9, -6558.66, 0, 0.824002, -1.50186, 0
2580, -43936.6, -6573.67, 0, 0.825999, -1.50157, 0
2581, -43928.3, -6588.69, 0, 0.827997, -1.50127, 0
2582, -43920, -6603.7, 0, 0.829995, -1.50097, 0
2583, -43911.7, -6618.71, 0, 0.831993, -1.50067, 0
2584, -43903.4, -6633.71, 0, 0.833992, -1.50036, 0
2585, -43895.1, -6648.71, 0, 0.835991, -1.50006, 0
2586, -43886.7, -6663.71, 0, 0.837991, -1.49976, 0
2587, -43878.3, -6678.71, 0, 0.839991, -1.49945, 0
2588, -43869.9, -6693.7, 0, 0.841992, -1.49915, 0
2589, -43861.5, -6708.69, 0, 0.843993, -1.49884, 0
2590, -43853, -6723.68, 0, 0.845994, -1.49854, 0
2591, -43844.5, -6738.66, 0, 0.847996, -1.49823, 0
2592, -43836, -6753.64, 0, 0.849998, -1.49792, 0
2593, -43827.5, -6768.62, 0, 0.852001, -1.49761, 0
2594, -43819, -6783.6, 0, 0.854004, -1.4973, 0
2595, -43810.5, -6798.57, 0, 0.856008, -1.49699, 0
2596, -43801.9, -6813.54, 0, 0.858012, -1.49668, 0
